,name,name_v,filedir,genre,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0,6448,6448.0,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.32441047,0.09521716,0.06324483,0.00074060966,1852.9725442902577,159581.23200884613,1896.0066107213574,93560.00543798678,3545.1934344951924,1019153.6271115027,0.09606745793269231,0.0011873219986639082,-3.652293e-06,0.0016346701,-45.06308210261505,173.22566500794463,117.45383522727273,-199.27156,1953.7151,111.0838,462.3523,-40.85279,510.34027,18.584969,340.85565,0.6397003,180.79222,20.46932,113.96503,-6.5106053,133.12271,0.86541915,169.43541,1.0636146,106.509445,6.924507,83.45592,-5.0940056,141.52281,8.348051,80.85455,-7.97425,84.41525,6.094062,83.12473,-4.723875,56.264587,6.26331,66.68294,-13.945206,67.54472,-3.0702105,67.93569,-14.657771,53.47005,-3.8925996,95.83984
1,6448,6448.1,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.33838508,0.09944438,0.056316327,0.00033328898,1847.3103742036105,383843.69876518147,2001.2387509717767,163905.6886719048,3549.831355168269,2250034.452185687,0.09150015024038462,0.002563595757681942,-1.9368987e-05,0.0017007672,-45.06854699490637,151.1163063223165,135.99917763157896,-214.33919,1163.6459,107.88625,736.8418,-30.594692,477.89908,19.938995,422.3256,9.188696,414.7019,29.689037,167.59116,4.198664,117.71172,5.2919965,169.853,-3.7098558,102.401566,3.303646,72.30416,-9.14585,83.27344,13.122065,55.801193,-5.290571,111.10538,4.446123,74.74297,-10.918194,109.095215,2.3337815,94.97207,-11.206909,71.664345,-0.29703793,47.668015,-11.657603,42.469917,0.53112316,63.911945
2,6448,6448.2,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.3538833,0.09334777,0.055131454,0.0010578008,1793.8325070084875,289549.19637750013,1971.3222708949245,180802.73257146546,3518.7738506610576,2144474.4325185316,0.0861553485576923,0.0010386469237197785,2.4320216e-05,0.0012095463,-47.70631349670511,159.52572784420664,143.5546875,-226.68149,2917.756,116.205826,706.03656,-24.377918,559.6445,24.499292,255.38708,4.4264464,486.124,16.3363,191.92928,-3.2341554,253.26808,1.4636075,235.22176,-3.503113,98.41393,7.4622493,43.19634,-7.0644503,170.58086,6.0646863,120.81232,-8.172025,67.62237,3.3456059,64.63374,-4.885499,74.81522,5.606491,82.313484,-9.420731,64.59249,1.2653781,26.334862,-9.86258,57.079296,-0.7914486,53.50254
3,6448,6448.3,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.35647762,0.098954655,0.06503323,0.00066442706,1629.0563421609659,130846.78706153597,1856.9674706400488,104500.4162321197,3174.076960637019,1163197.3851927991,0.07440655048076923,0.0005496882828029655,3.22589e-06,0.0020167786,-43.13577062008075,147.16953488182307,112.34714673913044,-212.07402,1983.8202,122.817696,659.6472,-29.585806,650.4794,18.877794,522.5868,2.475232,247.08017,23.76775,113.56427,3.3377683,202.8359,8.620403,170.91527,1.6812984,142.60211,7.832118,91.33409,-4.938644,104.63531,11.677037,95.21283,-5.9238243,64.64861,6.5821133,72.19719,-4.7699757,75.42831,5.5670114,56.280827,-11.094358,46.483803,1.6084496,26.03917,-12.991123,61.094048,-3.6705065,97.74881
4,6448,6448.4,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.3185774,0.10157822,0.07354688,0.0015409291,1870.7404198710224,532097.1707385052,2120.0754067299467,255931.31681727854,3890.718524639423,3074019.730569202,0.08731595552884615,0.0021497670151072847,-1.425781e-05,0.003293273,-50.70448946309543,166.54147771974576,123.046875,-207.46,1376.8584,106.41248,643.0038,-14.235154,599.5843,17.39141,208.01392,-2.6124477,249.9487,19.224207,294.15637,0.051658805,201.466,0.9812256,132.73463,-9.280132,151.17737,-2.5766494,73.99327,-9.585114,187.64557,13.354227,118.25705,-7.3788404,155.15834,1.3222114,66.152664,-7.173101,68.03987,-0.4999615,81.56812,-12.847519,57.142986,-3.1506162,60.682972,-13.848772,78.99704,-2.1091409,125.415146
5,6448,6448.5,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.33682385,0.10610299,0.059721485,0.0008464354,1598.689682149597,125121.72267917066,1899.5544984042135,80738.08451419212,3083.8031475360576,940581.1973247654,0.07371544471153846,0.0010760635172827001,9.555069e-06,0.0019247669,-49.144785347861855,179.8159706001944,117.45383522727273,-234.28714,2132.2341,119.78627,378.9008,-19.642973,421.367,20.269503,261.8714,-4.0898438,603.13275,12.607653,300.80695,-4.4840727,119.75913,3.9166985,127.56142,-4.50632,116.97628,3.2557244,73.33963,-8.342849,75.0198,2.77019,57.744884,-9.7057705,52.65936,5.8197913,52.06201,1.3477675,65.65885,7.8619637,63.633427,-9.151341,37.08737,1.8129952,44.829697,-9.477611,49.17175,-3.8182955,30.27737
6,6448,6448.6,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.36618638,0.09652966,0.07016583,0.0020978828,1482.5784477954667,234490.3440199548,1831.1685584301276,143660.23973275785,2860.271935096154,1762089.3538324086,0.06434795673076923,0.0010381771403656908,-1.1661253e-05,0.0020606942,-46.846833898588145,146.36026295074868,135.99917763157896,-224.16367,2402.2886,131.61482,631.3806,-11.068939,665.4655,24.210848,237.91971,-3.978871,423.22794,6.8937607,398.30798,1.0796725,144.41364,4.306828,137.12115,4.9852643,111.22144,8.985276,56.773537,0.5955244,103.6668,10.419626,78.70091,-4.151554,72.957,5.9918814,46.644695,-0.34505728,45.152145,6.0932193,30.76144,-8.697762,67.37254,0.68525064,25.4246,-9.786143,60.873837,-0.087184586,42.459766
7,6448,6448.7,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.33746964,0.09807153,0.056421667,0.00042777567,1909.462556623054,288894.6165291925,2067.603103097673,113047.42827193989,3857.756159855769,1554172.7179366455,0.08662109375,0.001176278774554913,-1.930128e-06,0.0015848043,-41.66339411725421,149.44095863861745,135.99917763157896,-208.92969,1567.7942,104.71725,741.79504,-21.51775,432.85464,29.643532,293.59604,-3.065965,299.51495,20.625835,188.40892,-5.6739554,245.51959,3.1232307,182.14474,0.26784557,143.36565,5.194903,92.35496,-11.777861,183.14876,7.485289,156.15001,-4.300259,112.34345,7.974061,93.45665,-4.583084,98.46154,5.5599394,57.25806,-11.500509,79.886826,-3.070177,51.08393,-15.996032,63.546913,-4.147404,69.48637
8,6448,6448.8,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.35179663,0.10455628,0.05992997,0.00059131935,1642.4441818795024,154659.0816419947,1928.2846546508651,65934.58983172914,3280.997596153846,877151.1602360822,0.07243088942307692,0.0008746534268531573,-8.477894e-06,0.0020723762,-44.87221407412975,151.396886497533,117.45383522727273,-221.53528,1767.0533,116.914246,433.292,-22.286514,276.79303,25.66596,201.6937,-1.0352446,394.6111,17.558062,224.41203,-1.551131,140.94588,6.734404,226.22795,-1.1212243,115.46989,0.8035026,91.97951,-10.518522,134.81956,10.931404,119.63914,-6.345725,53.267307,6.2012906,113.03072,0.47086158,103.76645,6.3195605,72.84915,-9.97852,70.892334,1.5407947,43.14495,-13.802962,53.042973,-3.5307639,48.007915
9,6448,6448.9,data/fmaxsmallsortedwavs/Hip-Hop/6448.wav,Hip-Hop,66150,0.31361052,0.094593965,0.062368423,0.0010350174,1599.354868160571,189989.58064798525,1826.4667362507505,111571.68372344805,2931.083045372596,1264360.8858108874,0.07823392427884615,0.0008391133285838471,-5.5138894e-06,0.001919376,-48.20433756561436,176.06828541570067,123.046875,-231.84648,2438.7014,124.18877,508.1173,-26.875381,628.65607,13.552385,350.96783,0.956966,529.28174,14.423187,226.99086,0.7992631,82.416435,0.45579875,104.484184,-5.709079,122.85861,7.94203,79.158714,2.195347,112.57768,9.885402,130.08733,-9.569672,75.00996,4.046667,58.60963,-5.3811693,74.526924,4.18769,47.074757,-10.53433,51.127605,2.1669593,39.205273,-5.049292,60.044525,0.5991515,73.13728
0,11299,11299.0,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.45849013,0.08273629,0.17701675,0.004135206,3394.8883406286745,703052.6264943272,3080.507227150796,69706.4641450367,7309.280160757212,1971674.115498567,0.19311147836538461,0.007501639755519889,-1.4541155e-06,0.013032855,-39.88683205356894,101.34797923507116,92.28515625,-40.999645,2695.914,57.82229,479.49634,4.34025,267.4474,27.210115,338.37872,20.351915,218.95602,13.713874,68.1095,-1.1050643,54.942135,11.556997,49.81534,-0.03840385,48.289402,3.493879,37.854816,0.90905845,35.341434,10.506212,40.902584,-10.805044,44.397415,7.224336,24.737755,-6.664596,37.327774,7.7340927,44.796753,-8.223428,22.921003,4.9195642,29.831089,-9.792715,40.116154,8.284416,41.178097
1,11299,11299.1,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.5043431,0.07427755,0.21173328,0.0034196116,3309.3839547775433,1010250.2573842029,2843.8887284885527,91332.77639061809,6672.477088341346,1876113.3299474886,0.20253530649038462,0.011956760319026968,3.9721537e-05,0.012040452,-34.877580513040826,94.96427223803431,95.703125,-6.7973976,1834.1412,63.80233,943.0655,6.5000796,647.329,26.774405,187.81079,5.5311513,151.75153,13.959231,163.11566,-11.1839075,99.26113,8.793032,53.206573,-4.1850004,72.27643,5.45004,57.94545,-3.30538,47.504704,8.001883,51.265316,-7.9063296,62.095005,6.6992965,55.700256,-8.809772,24.920755,6.824186,39.131077,-10.504243,26.94341,3.9222693,27.66603,-6.230584,50.51896,6.4543953,28.678373
2,11299,11299.2,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.47128618,0.08798137,0.19751863,0.0024502822,3139.2822698576038,1177441.483670606,2804.8104370110345,117016.64578438902,6424.265512319712,2231395.6123960447,0.1713153545673077,0.009698318010251197,-3.917504e-06,0.011660639,-35.3622403151685,105.10709485955246,92.28515625,-33.89891,1758.8844,68.567955,948.9069,14.230125,723.6049,31.555796,186.01659,7.5414844,254.7171,13.849675,186.53981,-13.762622,87.59397,12.513374,73.48906,-7.8655396,114.22397,9.335843,118.68945,-1.3544964,51.49269,7.587117,55.01099,-8.02105,69.493,10.941313,33.36679,-9.183622,33.630737,8.508335,30.68943,-10.192325,47.07365,2.2573378,35.051983,-2.9247043,26.71942,3.553088,36.255432
3,11299,11299.3,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.45011392,0.08889141,0.19227135,0.0035021072,3409.3072370988693,1429588.0471358213,2993.0919440430293,88650.86403121371,7093.368389423077,1649068.679948389,0.18473182091346155,0.013147340878932436,1.0141508e-05,0.010427434,-36.692206996207005,104.08070846693661,184.5703125,-48.90735,2421.7683,64.9287,1010.0583,32.437546,505.40872,24.150232,164.90929,-3.1010773,359.8003,16.030968,183.31679,-9.343964,104.318756,15.850137,58.060604,-4.6734414,115.66395,7.1667514,60.51388,-3.4746292,68.81589,10.085953,57.02029,-8.456708,70.26448,8.547908,45.533173,-7.599642,30.96868,11.158717,29.68727,-9.204721,45.900723,3.5953534,30.24432,-6.4949384,38.51715,3.225319,43.378147
4,11299,11299.4,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.43119425,0.08345063,0.21552283,0.002387806,2908.054068657746,620305.5030395531,2832.736260880632,101142.34857778899,6344.261380709135,1715548.0501496934,0.13997896634615384,0.003452166100225505,2.934073e-06,0.015724955,-34.935076188416005,98.33253629009157,123.046875,-17.317474,1925.0167,78.016754,480.22235,10.8393345,340.59705,29.237507,121.0789,3.9381802,142.7251,8.671434,129.22179,-9.748708,74.751724,17.828451,79.038414,-8.605647,97.55446,2.3974533,64.18245,-3.3142738,46.5955,5.011299,36.74911,-13.36595,42.33486,10.203635,35.187428,-9.54806,32.143433,12.128123,42.32308,-6.5900655,33.018974,1.009148,39.528183,-6.714077,31.558023,2.5504868,24.298187
5,11299,11299.5,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.4389269,0.08892728,0.20249517,0.0024494694,2968.1441591432213,858759.9802719493,2836.6049589971344,109841.35588697891,6395.2785081129805,1980505.1670303359,0.1494365985576923,0.0063355110665044845,0.00010009646,0.011435098,-35.20190062770406,105.41453347249583,95.703125,-37.023235,2038.1389,75.262184,870.298,19.252502,471.42142,28.014189,269.89417,0.60642445,231.83098,14.756782,164.46304,-11.304154,132.68056,14.682333,106.6367,-9.093168,89.6888,3.299156,62.69846,-3.0809097,75.1731,7.7933803,46.59578,-8.464505,45.6457,9.399016,52.81217,-10.8187895,33.762207,6.6525908,33.10154,-9.041491,27.768188,2.7702487,34.20862,-3.7597182,33.968174,4.991794,29.12027
6,11299,11299.6,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.42814896,0.09413572,0.20331113,0.0030890037,2900.936234293202,826022.632472386,2857.3772994838837,116379.88902882162,6416.8117112379805,2017528.1387704716,0.13760892427884616,0.0061567066830290835,-1.0981001e-05,0.013489935,-36.05758627014212,100.41689667883361,184.5703125,-39.144314,1667.2668,78.6921,592.48376,14.327069,445.73547,23.082502,234.98564,5.9201136,233.2741,15.937224,87.42388,-8.775926,141.73257,15.323446,134.38567,-10.6987505,102.5435,5.7971044,70.8541,-0.6610551,65.67088,10.220062,70.70583,-8.02639,53.64973,12.628343,49.600952,-11.792069,32.239872,7.764945,36.488018,-8.716686,28.097708,1.6383955,44.188522,-5.7624598,26.16166,3.6299822,38.702396
7,11299,11299.7,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.49186856,0.08534079,0.20410305,0.0027842626,3376.402174835291,1128047.5990141162,2923.2218372188518,111677.80501288408,6974.356032151442,1268572.269423791,0.19304011418269232,0.01056033175372513,2.6512806e-05,0.010563002,-35.29463457531474,97.69929297871644,92.28515625,-34.788647,1711.0449,61.15691,1208.3239,24.835468,578.9469,27.087639,293.75656,3.3767207,251.84026,20.914097,194.9756,-13.279882,154.67325,14.000002,85.49346,-6.4918804,102.88606,7.7967277,69.71419,-0.41595593,50.352226,7.637693,41.915813,-10.43034,43.559917,9.934748,38.08279,-10.798367,32.772717,6.56381,52.388283,-8.030806,35.441,0.579649,47.38784,-8.393892,42.340828,1.5203134,51.254784
8,11299,11299.8,data/fmaxsmallsortedwavs/Hip-Hop/11299.wav,Hip-Hop,66150,0.46499407,0.07664217,0.20564422,0.0034812815,3498.8330672886095,777809.7546935008,2941.245814240304,57402.718143705926,7174.200721153846,1101355.9282610402,0.21478365384615383,0.011253958538439147,3.531094e-05,0.012270831,-35.97296269287923,91.91351095100872,92.28515625,-18.875221,2188.1106,51.01087,938.873,17.52147,413.1878,40.04717,192.95515,7.882798,160.5358,9.846974,116.83697,-12.784472,72.73192,12.049134,73.076126,-4.0107036,71.815765,10.204716,54.927563,-1.40325,64.10951,7.7011957,64.09814,-15.2272625,41.238243,3.6809208,34.002186,-5.1164727,65.33338,6.6558123,22.510166,-9.463677,35.91869,6.044707,52.6926,-6.8126645,46.520126,8.129211,68.897194
